Stem,Average Occurrence (Comedy),Average Occurrence (Thriller)
grate,0.220216005821,0.132375470625
clerk,0.159363442981,0.0244670727568
dispos,0.0535619072058,0.0840659167769
tow,0.00928020369544,0.0639002131017
mari,1.72196135337,0.576833702619
certifi,0.044847560721,0.0245520526859
thi,48.926117007,36.0471471813
wheel,0.338476928192,0.188178574987
privaci,0.07904601832,0.0440414426672
todai,2.23486375949,1.35938379998
nathan,0.283661321056,0.019787251342
teller,0.0348080626502,0.0587905344131
plot,0.070553408098,0.108130880437
correct,0.389124856492,0.3161067253
couch,0.097368707141,0.0443480418439
job,3.38959186849,2.81852466713
hurt,1.68851212184,1.7364212538
inject,0.0524494536452,0.0739906992865
chocol,0.177634070419,0.127425709665
session,0.122894385069,0.0827791709808
outrag,0.0887604614476,0.0392562137206
reduc,0.0269134068363,0.0539564724432
knew,2.19436442673,2.68777398979
jd,0.117768558402,0.038807351644
perfum,0.0352847835694,0.0738561103029
fabric,0.0618287510059,0.0343005011022
bodyguard,0.0782935678734,0.146117151875
think,24.7052366961,17.9024329339
il,0.0,0.073842183143
yesterdai,0.625304801313,0.583953680789
side,1.09365223596,1.09658490655
doesnt,4.41238962224,3.5745458841
ronni,0.178602812943,0.00492906979738
blank,0.151863223507,0.0881316125278
jess,0.0179136066511,0.116164450668
push,0.398762388696,0.417030690146
ahh,0.159259149004,0.044566506883
jealou,0.159614084782,0.185569339972
alter,0.0535302648442,0.108288078515
blew,0.299829138939,0.191620387309
bu,0.554369479658,0.231488412445
off,7.05900291682,6.2284129204
sweetheart,0.405925620215,0.256208502906
abl,0.970212703506,0.865924953942
angelo,0.0528392557179,0.0689917308295
nicer,0.0800770494946,0.0393225111361
coupla,0.0358890368116,0.0888613698825
resum,0.0624640720257,0.0397799824125
coke,0.185427466086,0.173470197945
strangl,0.0621934874725,0.0639021574754
gut,0.195278933466,0.197098464725
morn,2.36468590338,1.84318703944
miracl,0.254009321316,0.15587683331
bit,1.40703945993,1.06144028947
intimid,0.0965618380645,0.0492210701815
pipelin,0.0,0.0742332491033
sour,0.0529395878432,0.0444083600739
shep,0.0351625225844,0.0793558439869
vivian,0.295319741613,0.0
grave,0.125093049891,0.165568298559
chemic,0.053711117886,0.11354099657
czech,0.0,0.116881319416
scholarship,0.0702437244773,0.0353006742627
oldfashion,0.0353412057347,0.0441949344808
accent,0.133141887877,0.0439839560764
spitz,0.0,0.0786921053311
dirti,0.45309909188,0.269837814534
shot,1.22159357337,1.53989315582
lit,0.0799363517552,0.0293528868833
cedar,0.182815356204,0.00995170809024
pirat,0.328730692086,0.0399558361493
weather,0.240789254786,0.412888148403
stun,0.0795770356353,0.00976502386371
learn,1.2886212214,1.04549548182
wick,0.0705925759152,0.0494804541912
bring,2.36052886887,1.6879133179
slack,0.0267645124705,0.0540923327368
brave,0.338362012732,0.113255749997
shakespear,0.2075833994,0.0146639397189
monkei,0.365542719443,0.073955231636
presum,0.0436807281789,0.0686943802028
vacat,0.294379084167,0.279849242107
faint,0.0614979735259,0.0634437403673
strap,0.0900861432741,0.0929998626711
stephen,0.0,0.00508454893369
maggi,0.218846849231,0.0148302899509
indic,0.0449830437036,0.211225832336
sundai,0.265404540537,0.180995200243
nois,0.274961409228,0.245675046644
organ,0.284681716402,0.314906194933
terranc,0.282488342769,0.0
foundat,0.0897498291838,0.039783140526
littl,10.3000858607,5.87093313416
perman,0.114148112764,0.0880931254352
insid,0.888427196328,1.34514298049
stabl,0.0450474437726,0.044453830251
sharp,0.141037790979,0.0880132534404
uptight,0.062791806635,0.0341273750371
wholl,0.0628549726235,0.0586375317061
jeffrei,0.347985540414,0.56330368985
root,0.0970943988238,0.054582570415
thy,0.177700311035,0.0445786831748
josi,0.303665348444,0.00964342074063
woman,2.34178784384,1.57941919866
post,0.330313420101,0.251335058339
judg,0.445263441294,0.303229083329
ralph,0.0888043273459,0.0440020375673
amaz,0.731097320562,0.271692452345
surf,0.0087107817653,0.0591678448929
naughti,0.0629748464397,0.0393145535068
norm,0.0805014592162,0.0697311175142
glove,0.115892130498,0.0685655191453
cigar,0.167543401058,0.058742403625
wendi,0.381346372788,0.0480346344145
corpor,0.0698120143279,0.236157343779
statement,0.131613771416,0.211401530236
defin,0.0887921147164,0.0442947860618
drawn,0.0710633045333,0.0537903308884
progress,0.222056135033,0.122709857523
year.1,6.89877719329,4.83197903564
shovel,0.0618996566671,0.068164334339
sequenc,0.0266987878147,0.0947300910102
andand,0.0618838434382,0.00999307503979
reel,0.0449155582935,0.0389036554102
held,0.240608108644,0.215309015975
youv,5.78324098624,3.79161597499
trick,0.478692853067,0.378147296715
horseman,0.0,0.0
whoa,0.382975546332,0.176974768334
emploi,0.11631236947,0.0495425210816
chain,0.133491020804,0.162956139332
cmon,0.783686601345,0.58176403096
brief,0.0708287998977,0.0689270821046
creativ,0.124500333069,0.0393189850412
moscow,0.248242339913,0.0437430917331
challeng,0.133279106187,0.0936310931124
walli,0.108236842664,0.0589086105235
golf,0.203438478371,0.0590512263351
abort,0.087930666954,0.113469724536
aha,0.126013917833,0.0243666539523
bent,0.0267446364677,0.0639114357216
exclus,0.0704399547179,0.0640358627024
amber,0.127092638251,0.0348030502838
figur,1.67306623682,1.50006502469
healthi,0.236497487877,0.0826895123054
ransom,0.0633792776566,0.0847176613838
steer,0.0630251767487,0.0494099334964
blow,0.683900453679,0.72874236176
bark,0.105697724789,0.0440566561795
imbecil,0.124870750014,0.00480745706317
mother,3.15269186735,2.18314528242
had,9.89975537966,8.6717117065
whatev,1.64451846153,1.30400178507
donit,0.0,0.0800479837094
goodby,0.980661577317,0.426636652877
terrifi,0.0615822107997,0.0542505112603
cash,0.470766395899,0.589529438291
descript,0.0175816201556,0.108241135736
spell,0.273968852031,0.107570064525
west,0.276401196262,0.304293733419
shoulda,0.124256914031,0.19155997411
when,13.5124374784,10.6608481804
wear,1.70873169992,0.820000667324
crop,0.0789770492396,0.0441998056663
trapper,0.0967631789205,0.0247176617123
donat,0.0530618460425,0.0392943947988
breath,0.568579385673,0.48261571767
bracelet,0.21666265349,0.00489062619369
lover,0.275776129841,0.0981287389265
afraid,1.56206228861,1.56159194194
vice,0.156798585644,0.11819952267
ms,0.268181393601,0.196724181302
didnt,10.4603984877,9.07237620016
kill,3.53820028476,7.53809077299
depth,0.0352685429361,0.0550575909768
si,0.0888099544131,0.0394309223611
experiment,0.0353647126577,0.0492666953804
dna,0.0,0.15376887622
desmond,0.0177333824232,0.0970433172671
coconut,0.133792347105,0.0195432780461
dil,0.0,0.219123727945
llewelyn,0.0,0.0728309208441
spoil,0.239953409522,0.0981142139165
lung,0.0799082867069,0.113166068699
attent,0.566054619472,0.348450540123
offens,0.267099680709,0.132772065657
babi,2.8496782316,1.42150311125
havin,0.0183878058251,0.0540821042688
mustnt,0.1150452301,0.0342144437165
creepi,0.0525992126103,0.0392076284209
daniel,0.322737573672,0.325301394409
abandon,0.123751706865,0.15285228858
less,0.557399882938,0.566926902791
go,36.8853237629,26.9424383932
negoti,0.0978097775251,0.202500800708
butcher,0.0539312500398,0.102703182703
sudden,0.282687231594,0.161655233168
templ,0.0181184568519,0.0730313027567
ii,0.728054682779,0.120464712662
alex,0.252690021149,0.0935221420662
deal,2.0904839945,2.15294542534
rememb,3.42526449271,3.32553502845
polic,0.593096894245,1.87944053552
gasolin,0.0628328375719,0.0295379861852
luggag,0.069783694176,0.0538639890968
smooth,0.106465606842,0.107709976936
declar,0.133497136809,0.0688884726604
chase,0.325698452306,0.338398151525
host,0.11573947705,0.0845935801641
uptown,0.0529523283487,0.0396307392432
heavi,0.25785197841,0.285319065476
tenni,0.0622290247543,0.0342522279362
picard,0.0,0.149601878571
success,0.425751037796,0.202093797223
as,13.5814581036,11.3386544223
heroin,0.0535634090414,0.0640069225204
hi,14.5417130779,12.2474908016
seduc,0.132935637665,0.0487722638961
den,0.0176529063815,0.0991406238608
accur,0.0444684559141,0.0792474635388
parasit,0.0969591657311,0.0841086226269
fiddl,0.0794122070996,0.0197482107526
altern,0.0715635005186,0.152366313514
chees,0.177484364862,0.0486976878851
flatter,0.168162712915,0.0836510380409
lloyd,0.68414178729,0.0582125710097
collector,0.0527146948791,0.0494671388882
athlet,0.0882297538061,0.0294891951742
useless,0.149811972761,0.0931211964078
yeh,0.291695312647,0.0150420723189
lawsuit,0.0440567818586,0.0585421108498
guitar,0.0965667379256,0.0251388989599
apart,1.11489105342,0.970269932202
strong,0.389991438575,0.353215025269
ditch,0.0360930001415,0.0835458118949
doc,0.525862251907,0.241273895643
wors,0.638806852578,0.658389876599
trigger,0.0534255577591,0.221234001567
mister,0.779257789091,0.59299147815
request,0.142196673999,0.241025275186
direct,0.559617816533,0.388367280584
telephon,0.290680640698,0.220875614519
expir,0.0438568098541,0.0394246184192
blond,0.328675056603,0.202320109009
energi,0.319259452088,0.177634245749
eh,0.875068050186,0.494045843751
damag,0.232260488754,0.281893975785
across,0.442646069731,0.474784229467
anni,0.327391327665,0.19293963534
eleven,0.283756114392,0.196232866392
episod,0.19690952133,0.0688705310534
reliant,0.0,0.0
jason,0.233899927588,0.414481613023
get,32.345948331,25.7452719338
duh,0.0623255998464,0.0296287151739
victori,0.0990050126279,0.0242392123707
speci,0.0715435517853,0.142609376716
includ,0.275032685532,0.309733081552
time,14.1201926988,10.9389794168
imagin,0.813538562927,0.569308833593
hang,0.909868072629,0.928193904036
estat,0.14055847316,0.107520986758
full,0.913336150108,0.733760302163
sleep,2.09083953416,1.55197735074
receiv,0.233149984117,0.246729046094
grei,0.0265003165804,0.0590639452716
belief,0.0800996766815,0.0785234350365
itali,0.123745993421,0.0687454295283
separ,0.186232107401,0.15686461707
claw,0.0349589047408,0.103388631603
circuit,0.10693442548,0.0492418876726
memo,0.044130845616,0.0445258237796
monei,4.82250768845,4.09648666669
anna,0.328296030113,0.121611110907
term,0.197170918324,0.186942918256
drunk,0.528445713148,0.351979540684
everydai,0.0719813920076,0.121666010987
haldeman,0.0,0.0896140100949
frozen,0.176968809029,0.0491834569307
castro,0.0439752951195,0.0541149019813
soup,0.221771103539,0.0591953294418
mornin,0.0708198508658,0.0394722750473
starship,0.0178374720675,0.103389846715
dawn,0.0804314117154,0.0786080608467
curtain,0.124805833057,0.0244155414218
pipe,0.132304827168,0.0883016492555
twist,0.203930123883,0.148267369195
downtown,0.159388021227,0.158000715275
drive,1.4455020731,1.58810189603
tank,0.135178989927,0.13291701482
servant,0.0706311402477,0.0590851039093
circumst,0.124442899779,0.161397071787
town,1.48606946165,1.2852746345
beat,0.860296332632,0.985988603202
wooden,0.0367223248629,0.0487813944799
thursdai,0.453966468196,0.0878466735754
ordinari,0.131719161413,0.137747309398
acid,0.0625776533972,0.103649793343
must,4.64762525697,3.15279448623
literatur,0.0439616647462,0.0244705441577
carol,0.113138385727,0.0149996320055
homework,0.188860712431,0.107353140235
present,0.679968072188,0.412594560222
lunat,0.116127552087,0.0884109587413
lifestyl,0.0356897296169,0.0348839714376
rat,0.203315166131,0.286409843206
satisfi,0.184457950951,0.162017414323
funni,1.86553116392,0.957227645891
gang,0.18455567901,0.0792994869094
jewelri,0.0978831016926,0.0829562430498
develop,0.159164147803,0.300215896613
yell,0.281620086022,0.11224796599
stash,0.0352249344475,0.0586705779392
ab,0.106198537819,0.0196183838618
mm,0.115867171872,0.107303338127
thumb,0.143165952832,0.0594233713321
to,150.328224036,117.160618227
lift,0.220256765955,0.191311977506
re,1.0315902013,0.528324493964
mud,0.0623928352278,0.0493522581514
taranski,0.0,0.144663828087
camel,0.0352356330627,0.0738195066055
cancer,0.169482033008,0.261160014488
valiant,0.2052451095,0.0148883805541
leavin,0.0,0.0691228280716
sand,0.123674896967,0.0640134535935
themselv,0.160712127836,0.260355214163
stai,3.12564574129,3.34697761654
junki,0.0266959020693,0.0635876927989
dinner,1.4813073459,0.808594970562
subject,0.413931244634,0.304898596602
ax,0.0536674948765,0.063795263176
thankyou,0.0780978591217,0.0341193530024
squad,0.106391145139,0.167422949723
charl,0.195044643166,0.114265650665
pretend,0.433920152824,0.293365213071
mumford,0.130701317172,0.0
player,0.487751625981,0.162438230938
sorri,7.2716132118,4.77400685899
feet,0.648332225719,0.457650000153
dee,0.0877928187414,0.024623595946
casual,0.0712874914936,0.0292480725529
check,1.83210090241,1.82888164257
fugit,0.00880421262312,0.0441532285524
garden,0.436781561845,0.0978794036452
million,1.57550972829,1.16715798396
suppos,3.21609553724,2.32742255655
observ,0.124673908862,0.152518326591
low,0.275121177407,0.300421597235
cathol,0.0984589114151,0.0680296751233
parad,0.132295121355,0.0197903022015
confus,0.43432857618,0.16728649865
appli,0.143085862094,0.0788638945053
uhura,0.0802686243037,0.0591877238584
sane,0.0357519154538,0.0737313322826
beverli,0.113729473401,0.0794754156609
princip,0.302074196316,0.039280511331
helen,0.0358292388895,0.205883475545
drain,0.0442688054305,0.0441708881453
want,26.6834780307,20.4323836761
maam,0.320365332665,0.279662393475
care,3.77469772798,3.03246309902
tomorrow,2.49180470412,1.71559928994
abus,0.133252537371,0.0740249923337
parent,0.964682105383,0.712563824457
diner,0.0523818238496,0.0390299814768
proud,0.525303268942,0.207016978605
squeez,0.141256618105,0.0933185782305
allerg,0.087351641843,0.0196703752568
displai,0.0445624941389,0.0888737360061
rave,0.0709632036897,0.0292568827411
da,0.306078634992,0.282325157159
tabl,0.73374094371,0.423511602782
kip,0.0,0.159543065105
string,0.151466758814,0.102771035049
ik,0.141855249592,0.0241106380144
microwav,0.0794010904656,0.0342553051071
tongu,0.114796203775,0.136797252315
miner,0.0890589165801,0.0247755545433
montana,0.0728678395019,0.0640119233689
ident,0.0889349341093,0.148220627198
gaston,0.152243150473,0.0
individu,0.167980579888,0.103198213839
treasur,0.176386460539,0.0441095381233
brown,0.176345890314,0.2765631834
delic,0.0972454054993,0.0436754258727
forbidden,0.0446640239997,0.0690395425606
blah,0.239361883812,0.0346758272623
although,0.21355352837,0.128355997037
cold,0.883229267813,0.681064405274
strategi,0.0791541719647,0.029570415847
psycholog,0.133125010204,0.122376037372
fill,0.477711716018,0.364563492661
profession,0.345253403419,0.2802233146
rig,0.080829203469,0.15756581695
theori,0.168050422901,0.415371195412
psychiatr,0.0,0.0936767106308
raw,0.114103991582,0.0642656286127
critic,0.123570246001,0.0787509934422
contribut,0.0264926807199,0.069282882888
fart,0.0903884994367,0.054177477898
bitter,0.141550099634,0.0446842185532
lemm,0.1613271002,0.163414994466
isol,0.05337616511,0.103589516639
drug,0.443032413708,0.784062894658
also,1.13276998836,0.933701224115
type,0.594925385851,0.461035781529
oblig,0.0795599912981,0.0882849338353
jen,0.0959264873218,0.0244679397738
feder,0.151779933086,0.658244428596
note,0.636211078957,0.42666637595
perhap,0.941178921508,0.780185514901
dwayn,0.121386541528,0.00989554700385
